traffic_load,time_of_day,day_of_week,embb_allocation,urllc_allocation,mmtc_allocation,embb_utilization,urllc_utilization,mmtc_utilization,client_count,bs_count,qos_violations,is_emergency,is_special_event,action,reward,next_traffic_load,next_time_of_day,next_day_of_week,next_embb_allocation,next_urllc_allocation,next_mmtc_allocation,next_embb_utilization,next_urllc_utilization,next_mmtc_utilization,next_client_count,next_bs_count,next_qos_violations,next_is_emergency,next_is_special_event,done
1.5287071313302836,0.3311049865483001,0.7925960849623044,0.46006579892420296,0.22987634674159094,0.3100578543342063,2.0,2.0,2.0,1.0,0.7527554499313792,3.0,0.0,0.0,26,-7.5,1.5287071313302836,0.3311049865483001,0.7925960849623044,0.33333333333333337,0.33333333333333337,0.33333333333333337,2.0,1.3747549573095466,1.8919932212504988,1.0,0.7527554499313792,3.0,0.0,0.0,1
0.815485612871694,0.1647999428247845,0.03779691773651028,0.32497604420599396,0.4621871324371154,0.21283682335689066,2.0,1.5879651337640455,2.0,0.7952028378615948,0.7189125659972723,3.0,0.0,0.0,26,-7.0,0.815485612871694,0.1647999428247845,0.03779691773651028,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.905419011505527,2.0,1.165773236432768,0.7952028378615948,0.7189125659972723,3.0,0.0,0.0,1
0.3929533914418729,0.3215746539353178,0.7551622672121163,0.32276735775169973,0.26272625446032327,0.41450638778797694,0.9739606735428712,1.6452437594178015,0.853202900406409,0.6736570794790644,0.6657712178382269,2.0,0.0,0.0,16,-1.0,0.3929533914418729,0.3215746539353178,0.7551622672121163,0.28571428571428575,0.4285714285714286,0.28571428571428575,1.1175639085342577,1.0074979425720578,1.3020977829305793,0.6736570794790644,0.6657712178382269,1.0,0.0,0.0,0
0.8191213540836034,0.7907317006971553,0.1805558152872344,0.46165809277957204,0.23970449028919233,0.2986374169312358,1.4194424261501413,2.0,2.0,0.7574694855669525,0.8178442098473971,3.0,0.0,0.0,26,-7.5,0.8191213540836034,0.7907317006971553,0.1805558152872344,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.8043791180400577,1.438746487081065,1.810291386581207,0.7574694855669525,0.8178442098473971,3.0,0.0,0.0,1
0.5511182906467929,0.12957548217680281,0.3334478989607289,0.2977448622981401,0.41792959686818576,0.28432554083367406,1.4807799842939167,1.1868182232103393,2.0,0.7495470032796148,0.6706689717089893,3.0,0.0,0.0,23,-7.0,0.5511182906467929,0.12957548217680281,0.3334478989607289,0.37499999999999994,0.25,0.37499999999999994,1.1565348975224459,2.0,1.5471198951516667,0.7495470032796148,0.6706689717089893,2.0,0.0,0.0,0
0.8134473141284974,0.15533058027079938,0.6153596343791191,0.50358174205685,0.433870195843369,0.06254806209978103,1.2922586284499031,1.6873769844747373,2.0,0.8098298182001114,0.8527065652269645,3.0,0.0,0.0,17,-9.0,0.8134473141284974,0.15533058027079938,0.6153596343791191,0.25,0.37499999999999994,0.37499999999999994,2.0,2.0,0.3659737618837401,0.8098298182001114,0.8527065652269645,3.0,0.0,0.0,1
1.0276100102871535,0.3120825041847862,0.1640020302394869,0.2746275330896209,0.3247749067932723,0.40059756011710673,2.0,2.0,2.0,1.0,0.9070886646804784,3.0,0.0,0.0,26,-9.0,1.0276100102871535,0.3120825041847862,0.1640020302394869,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.6375798638921848,1.9622645012442983,2.0,1.0,0.9070886646804784,1.0,0.0,0.0,0
0.979654972590269,0.661876854192879,0.8462647423640902,0.35325226387056297,0.08039011060645945,0.5663576255229776,2.0,2.0,1.5567716149616337,0.8821112427546447,0.8257632342414399,3.0,0.0,0.0,26,-9.0,0.979654972590269,0.661876854192879,0.8462647423640902,0.33333333333333337,0.33333333333333337,0.33333333333333337,2.0,0.4940400566072446,2.0,0.8821112427546447,0.8257632342414399,3.0,0.0,0.0,1
1.0797061241687183,0.3388317065869093,0.46018752830779175,0.3653600879832836,0.38823498967815173,0.24640492233856454,2.0,2.0,2.0,1.0,0.9620761550003587,3.0,0.0,0.0,13,-7.5,1.0797061241687183,0.3388317065869093,0.46018752830779175,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,1.5445277105616046,1.0,0.9620761550003587,2.0,0.0,0.0,0
0.1,0.8884151341099423,0.8774575153233944,0.08837813202950483,0.4796112354033025,0.4320106325671926,0.8000000000000002,0.18765198426663104,0.20832820587118744,0.4632422040434323,0.5314172301828429,0.0,0.0,0.0,9,-3.0,0.1,0.8884151341099423,0.8774575153233944,0.5,0.25,0.25,0.10986441433465158,0.3032878844256411,0.3009348863342151,0.4632422040434323,0.5314172301828429,0.0,0.0,0.0,0
